"state_census_code","state","sector","observations","employment","members","covered","p_members","p_covered","state_abbreviation","year"
11,"Maine","Private",2723,476009.725275001,24132.4267166667,27530.7147333333,0.0506973378360271,0.0578364543616772,"ME",2007
11,"Maine","Private",2651,474787.841224999,26031.3855416667,30477.6221,0.054827407002449,0.0641920864582062,"ME",2008
11,"Maine","Private",2635,452193.422500001,23003.1603083333,26090.4258166667,0.0508701801300049,0.0576974898576736,"ME",2009
11,"Maine","Private",2732,463623.105791665,23815.63265,26152.7888583333,0.0513685196638107,0.05640958994627,"ME",2010
11,"Maine","Private",2519,464212.7617,21357.1611916667,24447.3251666667,0.0460072681307793,0.0526640526950359,"ME",2011
11,"Maine","Private",2442,473189.034625,25478.930825,28572.9196333333,0.0538451410830021,0.0603837333619595,"ME",2012
11,"Maine","Private",2414,487433.239666667,23774.7923916667,27953.622525,0.0487754829227924,0.0573486164212227,"ME",2013
11,"Maine","Private",2070,480019.365766667,21309.4388916667,24187.2913333333,0.0443928726017475,0.0503881573677063,"ME",2014
11,"Maine","Private",1345,465775.824333333,21211.9318916667,24544.2866,0.0455410741269588,0.052695494145155,"ME",2015
11,"Maine","Private",1174,477844.843983333,21517.4379166667,24505.9417333333,0.0450301766395569,0.0512843057513237,"ME",2016
11,"Maine","Private",1208,492566.848383332,25043.3173083333,29355.3820833333,0.0508424751460552,0.0595967471599579,"ME",2017
11,"Maine","Private",1086,481837.581724999,27949.1009166667,31790.2335666667,0.0580052323639393,0.0659770742058754,"ME",2018
11,"Maine","Private",1032,497783.178483334,27611.5278583333,31548.867625,0.0554689839482307,0.0633787363767624,"ME",2019
